age,marital_status,no_of_dependants,education_level,relationship_to_student,income_in_kes,additional_income,employment_length,employment_status,guarantor_credit_score,existing_loans,outstanding_loan_amount,monthly_repayment_amount,monthly_expenses,missed_payments_last_year,financial_counseling,risk_score,risk_level
48,Single,2,Master’s Degree,Parent,92282,43218,22,Self-Employed,325,True,53965,43288,44735,5,True,66.74468991341992,Medium
18,Single,3,Bachelor’s Degree,Other,20413,47719,1,Self-Employed,383,False,0,0,35828,2,True,48.16175549046697,Medium
42,Single,4,Bachelor’s Degree,Parent,137439,12955,8,Self-Employed,792,True,32470,48171,18697,4,False,53.414874858616564,Medium
24,Single,2,PhD,Sibling,68467,13741,18,Self-Employed,536,True,21114,24500,41090,3,False,60.68986138896565,Medium
24,Divorced,3,Bachelor’s Degree,Other,81588,43813,41,Self-Employed,356,False,0,0,23809,1,False,38.266403990052495,Low
50,Married,2,Bachelor’s Degree,Sibling,86768,9196,39,Self-Employed,702,False,0,0,48670,4,True,36.03162872248319,Low
40,Married,6,High School,Guardian,72628,839,13,Self-Employed,844,True,76867,30148,22440,0,False,49.0042235064935,Medium
34,Married,6,Bachelor’s Degree,Sibling,96752,16894,2,Self-Employed,388,False,0,0,28726,5,False,53.578976048632214,Medium
20,Married,6,Master’s Degree,Parent,106666,20639,46,Unemployed,440,False,0,0,30390,4,False,47.599820370268034,Medium
18,Divorced,1,Bachelor’s Degree,Parent,48900,30793,25,Employed,624,False,0,0,48733,4,True,42.66578319241043,Medium
38,Single,0,High School,Other,64812,38774,8,Employed,807,True,72003,4278,42064,4,False,56.45612681680022,Medium
64,Single,5,High School,Guardian,112571,2059,25,Employed,315,False,0,0,41859,5,True,49.61834937459704,Medium
38,Married,4,Bachelor’s Degree,Sibling,84517,42705,3,Employed,694,False,0,0,45934,5,False,44.689526204292164,Medium
53,Married,5,Bachelor’s Degree,Other,140401,28773,21,Self-Employed,376,False,0,0,27247,2,False,38.185758360504735,Low
36,Divorced,1,Bachelor’s Degree,Parent,106918,25333,18,Employed,499,True,6955,40887,43053,1,True,49.23237322004236,Medium
50,Married,5,PhD,Other,95292,14052,19,Unemployed,365,True,74792,48630,10137,4,True,62.764603588468276,Medium
32,Single,2,Bachelor’s Degree,Guardian,138668,32374,6,Employed,352,True,43857,23190,15526,3,False,57.808778556691536,Medium
37,Divorced,4,Master’s Degree,Guardian,115058,44532,30,Self-Employed,332,False,0,0,15868,1,True,30.71726794510454,Low
30,Divorced,0,Master’s Degree,Guardian,30624,23996,9,Employed,847,True,8019,16871,37247,0,True,38.29334198121028,Low
65,Single,4,Master’s Degree,Other,24377,36736,12,Self-Employed,757,True,87482,65,23090,4,False,53.926899218937095,Medium
61,Single,6,High School,Parent,85019,34480,40,Unemployed,591,False,0,0,27572,0,True,29.85198529980658,Low
62,Divorced,4,High School,Parent,87021,17778,31,Self-Employed,624,True,40086,35604,28743,1,False,49.86233182462928,Medium
38,Married,5,Master’s Degree,Sibling,29406,30431,42,Employed,527,True,96766,31566,40533,5,True,63.211141587915634,Medium
56,Divorced,4,Master’s Degree,Guardian,25331,37945,47,Employed,733,True,99739,34887,17787,3,False,50.195602089895914,Medium
20,Divorced,2,PhD,Other,40797,13010,3,Unemployed,599,False,0,0,45294,5,True,52.77454795984157,Medium
28,Married,0,Bachelor’s Degree,Other,80646,11936,39,Unemployed,503,False,0,0,48846,3,True,44.398488886432716,Medium
60,Married,6,Master’s Degree,Other,31382,24179,47,Employed,416,True,2545,2358,27788,1,True,41.730839958552096,Medium
33,Single,6,Bachelor’s Degree,Other,31475,39214,10,Self-Employed,311,False,0,0,39278,1,True,46.718996717325226,Medium
54,Single,1,Bachelor’s Degree,Other,109693,7302,15,Self-Employed,361,False,0,0,30784,4,True,44.400913261490274,Medium
44,Single,2,Bachelor’s Degree,Guardian,37436,35923,39,Employed,807,True,42638,29448,12058,0,False,38.18312165975868,Low
50,Married,5,Bachelor’s Degree,Other,119300,1323,22,Self-Employed,508,True,96976,13427,41955,5,False,66.7201791507783,Medium
37,Single,1,Bachelor’s Degree,Other,55557,38217,17,Employed,614,True,7484,34902,48117,2,False,55.6531104651377,Medium
30,Divorced,1,PhD,Guardian,78776,5353,25,Self-Employed,651,True,31101,47977,38757,1,True,49.11993381136595,Medium
63,Single,3,Master’s Degree,Sibling,38318,8022,46,Employed,517,False,0,0,26777,1,True,29.51771228516165,Low
36,Divorced,1,High School,Sibling,145193,11001,19,Unemployed,834,True,80189,26407,36650,2,False,53.83594715206779,Medium
58,Single,4,Master’s Degree,Other,82496,37570,10,Employed,833,True,77047,4065,28295,0,False,39.25691623192411,Low
23,Single,6,Master’s Degree,Sibling,117239,34513,1,Employed,822,False,0,0,32552,0,False,28.325479038408403,Low
22,Married,2,High School,Other,64724,40850,40,Unemployed,806,False,0,0,16450,2,True,28.52966605876393,Low
19,Divorced,5,High School,Other,63040,43003,3,Unemployed,545,False,0,0,49076,4,False,57.539589639863685,Medium
61,Married,1,High School,Parent,125021,40339,39,Employed,347,True,52701,31963,38765,2,True,50.37620509072488,Medium
55,Single,3,PhD,Parent,85409,23221,25,Self-Employed,827,False,0,0,31710,1,True,22.07484743851893,Low
63,Single,1,Master’s Degree,Other,128495,21609,2,Employed,455,False,0,0,13557,2,False,33.67504455742839,Low
19,Married,2,Master’s Degree,Parent,149020,9791,21,Employed,703,False,0,0,10554,3,True,25.572043533204386,Low
43,Divorced,2,Master’s Degree,Sibling,143335,23842,35,Self-Employed,825,True,67450,528,47419,2,True,38.862982416873905,Low
51,Divorced,6,PhD,Sibling,116176,20735,13,Unemployed,747,True,28287,2319,30804,3,False,49.13204814313346,Medium
44,Single,4,Master’s Degree,Parent,92398,26685,33,Unemployed,331,True,14048,21306,34862,5,False,67.67837824076632,Medium
40,Single,5,Bachelor’s Degree,Guardian,92307,29407,43,Self-Employed,449,False,0,0,41694,5,True,45.0562259261306,Medium
25,Divorced,0,Master’s Degree,Parent,79725,31748,37,Self-Employed,594,True,48035,45827,42850,1,True,49.92129736114949,Medium
23,Married,4,PhD,Sibling,96313,38926,6,Self-Employed,526,False,0,0,11796,2,False,35.484773200700005,Low
43,Married,4,High School,Parent,14659,39555,1,Unemployed,561,True,21885,38022,41758,4,False,71.54347890116975,High
32,Married,1,PhD,Guardian,111470,43375,30,Unemployed,751,True,68554,48959,38573,2,False,52.634358682877405,Medium
57,Single,2,High School,Sibling,55841,20543,12,Employed,672,True,1004,29938,44465,3,True,52.43327534309661,Medium
39,Single,1,Bachelor’s Degree,Other,31114,29889,46,Unemployed,612,True,87345,715,16129,5,True,57.04597515980473,Medium
33,Married,0,Bachelor’s Degree,Guardian,79130,22446,37,Employed,712,False,0,0,16496,2,True,23.897721713180434,Low
56,Married,1,Master’s Degree,Other,59613,15435,11,Unemployed,351,False,0,0,30101,4,True,48.04598716035738,Medium
20,Divorced,3,Bachelor’s Degree,Sibling,141289,4308,27,Self-Employed,705,True,99811,15441,27035,3,False,54.99479241503178,Medium
19,Single,4,PhD,Guardian,136133,34999,34,Employed,658,True,65690,12276,22162,5,True,48.21918845905868,Medium
58,Single,6,Bachelor’s Degree,Guardian,38498,2749,43,Employed,590,True,91775,6137,32902,2,True,51.63894109698812,Medium
48,Single,3,Bachelor’s Degree,Sibling,64998,24280,16,Self-Employed,699,True,55384,1574,32428,3,False,53.55035640784746,Medium
53,Single,0,Bachelor’s Degree,Other,76457,28226,22,Unemployed,722,False,0,0,11768,4,True,33.356971340149215,Low
23,Single,3,PhD,Parent,125092,37108,38,Employed,605,False,0,0,48951,1,False,32.54371374412821,Low
62,Divorced,0,Bachelor’s Degree,Other,73521,19484,27,Unemployed,595,True,1872,47727,21295,5,True,55.35567445150594,Medium
63,Divorced,0,PhD,Parent,43572,19262,35,Employed,587,False,0,0,45593,5,False,42.276648123791105,Medium
63,Divorced,3,Bachelor’s Degree,Sibling,117346,46221,38,Unemployed,383,True,96214,3681,32858,3,True,54.814628621166065,Medium
25,Divorced,3,Bachelor’s Degree,Other,41325,854,2,Employed,810,True,5767,42886,11287,4,True,51.33999909090909,Medium
34,Divorced,0,High School,Guardian,17854,8852,1,Employed,660,False,0,0,28348,0,False,38.06467094777563,Low
40,Married,0,PhD,Sibling,106304,42516,4,Unemployed,453,False,0,0,41618,1,True,36.79544318319977,Low
50,Married,5,Bachelor’s Degree,Other,72804,24314,10,Employed,620,False,0,0,24324,4,False,40.289422875564156,Medium
48,Divorced,2,High School,Sibling,53616,22395,45,Employed,595,True,16106,48903,45241,1,True,49.04507905130331,Medium
24,Single,1,Bachelor’s Degree,Parent,101263,35534,31,Unemployed,663,True,989,37277,16676,1,True,43.55751008105369,Medium
40,Single,5,Master’s Degree,Guardian,121838,20370,0,Employed,358,False,0,0,21287,2,False,42.381480095790735,Medium
58,Divorced,5,PhD,Parent,84946,40362,29,Self-Employed,567,False,0,0,28054,3,False,34.82661310490927,Low
54,Married,1,PhD,Guardian,126807,32152,2,Employed,582,True,98262,38269,12124,2,False,49.1058921451598,Medium
43,Divorced,3,PhD,Parent,148977,29450,10,Self-Employed,446,True,22233,29917,48793,4,True,56.389418748273016,Medium
18,Married,5,High School,Other,74188,6201,41,Employed,705,True,64016,20483,45094,1,False,54.18108385373491,Medium
50,Single,0,PhD,Other,86954,28074,21,Self-Employed,774,True,34566,36912,41802,4,False,53.15378946117712,Medium
29,Divorced,4,Master’s Degree,Other,114246,48700,26,Employed,337,True,22612,5721,37692,1,False,50.88972643640048,Medium
37,Divorced,0,PhD,Guardian,119563,26068,16,Self-Employed,821,False,0,0,27501,4,True,27.581096446532193,Low
53,Married,0,Bachelor’s Degree,Parent,54597,43385,38,Unemployed,576,False,0,0,37827,1,True,31.844459187620885,Low
45,Married,0,PhD,Parent,75400,9682,13,Self-Employed,392,True,18321,33459,31094,0,True,48.46364134014921,Medium
39,Single,2,PhD,Other,124866,30676,31,Employed,617,False,0,0,47864,4,False,38.58467133093857,Low
34,Single,4,High School,Parent,72391,12611,3,Self-Employed,661,True,67065,29051,43748,1,False,61.65896240490006,Medium
56,Single,1,Master’s Degree,Parent,56271,36702,30,Unemployed,659,False,0,0,33980,3,True,35.58586667403519,Low
58,Divorced,0,PhD,Parent,22742,5276,41,Self-Employed,695,True,84355,38351,34903,5,True,57.17528673943078,Medium
26,Single,3,Master’s Degree,Other,91712,41392,39,Unemployed,844,True,58236,31220,27286,2,True,44.93335198673667,Medium
25,Divorced,0,Master’s Degree,Sibling,60804,28972,43,Employed,768,True,95971,41282,25145,5,True,53.182285368886426,Medium
56,Divorced,1,PhD,Parent,89165,25708,37,Employed,748,False,0,0,19606,4,True,23.990039782628717,Low
59,Single,2,Master’s Degree,Guardian,49287,18736,44,Employed,742,True,75349,16751,18893,5,True,47.55269637929446,Medium
19,Married,4,High School,Other,47008,34053,16,Self-Employed,673,True,72625,13224,27515,3,True,55.546317033250446,Medium
29,Divorced,6,Bachelor’s Degree,Guardian,33131,37972,4,Unemployed,500,True,70471,19046,12373,0,True,54.79816205305333,Medium
41,Married,6,High School,Parent,119071,23066,35,Employed,307,True,50120,6653,22483,3,False,57.419648720641064,Medium
59,Married,5,Bachelor’s Degree,Other,70382,15710,31,Employed,464,True,26724,27524,47256,1,False,54.29235045776919,Medium
61,Married,5,PhD,Sibling,59031,14577,0,Employed,576,False,0,0,25330,1,False,34.16299442571613,Low
63,Single,6,Master’s Degree,Sibling,103348,31761,30,Unemployed,474,False,0,0,36735,1,True,35.009472749378276,Low
18,Single,1,Bachelor’s Degree,Parent,129268,3638,25,Employed,340,True,50386,39607,12677,5,False,66.35984059500782,Medium
22,Married,4,PhD,Sibling,118133,39291,43,Unemployed,323,True,94002,35294,16784,1,True,54.04107841761075,Medium
28,Married,3,Master’s Degree,Sibling,131015,14766,20,Unemployed,303,True,23229,18006,33897,0,False,56.77088768444322,Medium
35,Divorced,1,Bachelor’s Degree,Guardian,28779,28122,29,Unemployed,849,True,51365,24169,12633,5,True,52.14955204844801,Medium
65,Single,0,High School,Parent,39921,38333,46,Unemployed,518,False,0,0,16176,1,True,31.040993600442107,Low
51,Single,6,High School,Other,17820,45850,28,Unemployed,769,False,0,0,34951,1,False,38.39932738325504,Low
46,Single,5,High School,Parent,107777,19207,47,Unemployed,524,False,0,0,41923,2,True,39.6396352104633,Low
28,Divorced,3,Master’s Degree,Sibling,105816,48472,29,Unemployed,647,True,28055,2525,23697,0,False,42.023696189555125,Medium
32,Divorced,3,PhD,Guardian,43207,42978,44,Unemployed,829,False,0,0,28950,4,True,32.12056143686101,Low
65,Single,5,Bachelor’s Degree,Sibling,135277,24337,38,Unemployed,613,False,0,0,44509,5,True,40.575393486230084,Medium
33,Divorced,6,PhD,Guardian,65955,20714,38,Self-Employed,819,True,28989,19094,42283,1,False,44.82120746338768,Medium
50,Single,4,Bachelor’s Degree,Guardian,107396,21746,14,Unemployed,751,False,0,0,42266,0,False,34.489878257345495,Low
45,Married,4,PhD,Parent,104538,36782,13,Employed,467,True,59861,38181,33522,2,False,55.27853155659942,Medium
30,Married,1,PhD,Parent,75804,25768,42,Unemployed,814,False,0,0,34312,3,True,29.91758507138252,Low
36,Married,2,PhD,Guardian,99458,44848,28,Unemployed,350,False,0,0,47887,3,False,47.891342886616926,Medium
28,Divorced,2,PhD,Other,107805,12882,23,Unemployed,453,False,0,0,24918,5,False,49.45812225108225,Medium
61,Married,4,Bachelor’s Degree,Sibling,58905,36869,17,Unemployed,494,False,0,0,17325,1,False,37.418651962788985,Low
41,Divorced,2,Bachelor’s Degree,Other,108573,110,36,Unemployed,850,False,0,0,17850,2,False,29.95257061803445,Low
32,Married,1,PhD,Parent,18646,10652,26,Self-Employed,518,False,0,0,19611,3,False,41.855351006723765,Medium
23,Single,6,PhD,Parent,69477,20847,6,Unemployed,378,True,18493,49495,41783,1,False,68.99891921801603,Medium
51,Married,2,Master’s Degree,Parent,41020,16292,18,Unemployed,322,False,0,0,47821,0,False,47.746424599797365,Medium
53,Divorced,6,High School,Other,47368,3926,4,Self-Employed,485,True,55629,22501,37990,3,True,64.26325861563967,Medium
29,Single,0,Bachelor’s Degree,Parent,148687,41724,6,Employed,704,True,19826,31045,25607,5,False,52.6173765404808,Medium
33,Single,1,PhD,Parent,14758,33153,30,Self-Employed,550,True,68735,2050,33500,0,False,50.92294388597219,Medium
32,Single,1,High School,Guardian,86448,28765,11,Employed,759,False,0,0,41919,2,False,37.53567735101777,Low
45,Single,5,Master’s Degree,Parent,44607,23278,11,Unemployed,434,True,40646,19149,13388,4,False,65.8164426102975,Medium
47,Divorced,0,Master’s Degree,Parent,81648,29845,12,Unemployed,850,False,0,0,43683,1,False,32.637807294832825,Low
65,Married,6,PhD,Other,84435,25281,6,Employed,547,False,0,0,27691,1,True,28.25997034539928,Low
29,Married,5,PhD,Guardian,16281,6209,27,Unemployed,793,True,56729,28236,40537,1,True,52.61530655890209,Medium
21,Divorced,3,Master’s Degree,Parent,11005,38239,7,Unemployed,594,True,49188,32972,28918,3,False,66.6359036529428,Medium
42,Married,4,PhD,Parent,124614,22833,45,Unemployed,611,True,86964,11817,19988,2,True,44.48075138251819,Medium
60,Single,0,PhD,Guardian,32688,16236,40,Self-Employed,360,False,0,0,20535,3,True,37.50083113567284,Low
61,Single,3,Bachelor’s Degree,Guardian,101687,6090,10,Unemployed,457,False,0,0,43441,1,True,41.72886084553744,Medium
59,Married,3,High School,Sibling,136263,6066,18,Unemployed,381,False,0,0,34603,0,True,36.851626051395414,Low
59,Married,2,PhD,Guardian,17262,23792,26,Employed,578,True,32586,45318,17322,1,True,43.76924599244726,Medium
56,Divorced,6,High School,Other,80590,41805,26,Employed,406,True,65150,2698,30791,5,False,62.61173449571705,Medium
21,Single,5,Bachelor’s Degree,Guardian,34951,21093,39,Employed,622,False,0,0,24152,4,False,43.50416471585153,Medium
47,Married,1,Bachelor’s Degree,Sibling,91916,6416,39,Self-Employed,598,True,23769,35124,12964,5,False,53.91954653311227,Medium
49,Single,0,Bachelor’s Degree,Guardian,149762,37381,46,Self-Employed,797,True,43438,46653,43145,5,True,47.5663817794971,Medium
62,Divorced,6,Bachelor’s Degree,Sibling,56026,562,42,Self-Employed,636,True,75077,31209,34834,4,True,56.78606330201713,Medium
19,Married,1,High School,Other,73999,33242,36,Employed,421,True,69321,38316,39881,0,True,54.04134995947316,Medium
48,Married,0,Bachelor’s Degree,Sibling,37455,6624,24,Self-Employed,698,True,85866,5715,32014,3,False,55.590578253661235,Medium
23,Single,1,High School,Guardian,141227,27454,4,Employed,526,False,0,0,44349,4,False,48.0019380639219,Medium
28,Married,3,Master’s Degree,Other,97644,24805,25,Unemployed,788,False,0,0,34499,4,False,39.942761370544346,Low
65,Single,3,Bachelor’s Degree,Other,74664,37923,15,Employed,671,False,0,0,43401,3,False,37.71819885051119,Low
56,Single,3,Bachelor’s Degree,Guardian,148070,7136,7,Unemployed,446,True,29841,26442,37537,1,True,54.290727319701574,Medium
60,Divorced,2,High School,Other,149352,7260,40,Self-Employed,508,False,0,0,40105,3,True,34.69669988026158,Low
40,Single,2,PhD,Parent,58917,8525,37,Unemployed,609,False,0,0,23629,3,True,37.12410700930276,Low
62,Single,1,Bachelor’s Degree,Sibling,147555,9995,31,Employed,489,True,14099,10493,39334,4,False,52.193494292161745,Medium
22,Single,3,High School,Sibling,107616,20259,27,Employed,492,True,31957,23974,31600,2,False,57.0263887952473,Medium
41,Single,4,PhD,Guardian,87804,31382,19,Employed,450,False,0,0,49090,0,True,33.83158095974947,Low
43,Married,3,Master’s Degree,Sibling,63347,38193,10,Self-Employed,609,False,0,0,30541,5,False,44.14091705996132,Medium
62,Single,2,Bachelor’s Degree,Sibling,139716,12348,28,Employed,417,True,83526,15321,22139,1,True,45.933395569678545,Medium
44,Married,3,Master’s Degree,Other,35685,46097,26,Employed,377,False,0,0,36045,1,False,39.36841933130699,Low
61,Married,1,PhD,Guardian,55862,19267,0,Employed,652,True,42771,26420,28403,5,True,52.94178953394123,Medium
36,Single,2,PhD,Other,122393,8459,47,Employed,413,True,72868,23125,38562,2,True,51.558937724970065,Medium
26,Divorced,6,Bachelor’s Degree,Other,26161,32824,34,Self-Employed,791,False,0,0,13939,0,True,23.755995833103068,Low
53,Single,0,Master’s Degree,Guardian,22126,44421,21,Unemployed,374,False,0,0,30116,2,False,46.65416857695496,Medium
43,Single,6,High School,Other,134681,47271,26,Unemployed,385,False,0,0,15424,1,True,35.28158620613429,Low
49,Single,1,High School,Other,11518,49596,4,Self-Employed,701,True,84632,43238,44316,0,False,59.01003620152896,Medium
59,Divorced,4,Bachelor’s Degree,Other,87492,30191,9,Self-Employed,340,True,76853,25855,46889,0,False,60.84850165883762,Medium
34,Married,2,Master’s Degree,Parent,75743,1449,45,Unemployed,650,False,0,0,32081,1,False,35.617940753430965,Low
23,Divorced,3,High School,Parent,39811,48693,17,Unemployed,849,True,76677,34943,45762,0,True,52.53916935341254,Medium
42,Married,4,Master’s Degree,Guardian,63134,26141,4,Unemployed,393,True,30455,11560,49269,2,False,65.77848133830709,Medium
33,Single,4,Bachelor’s Degree,Other,106217,22091,45,Employed,582,True,92735,3543,10466,5,True,50.64641442479507,Medium
57,Divorced,3,High School,Other,90260,13070,34,Employed,779,False,0,0,41359,4,True,32.886916219950265,Low
64,Married,6,PhD,Other,50850,35967,16,Unemployed,628,True,18568,27475,19097,3,False,52.522889527493774,Medium
45,Divorced,5,PhD,Other,93611,32426,4,Unemployed,595,True,85980,34899,12909,1,True,50.654661969236436,Medium
36,Divorced,3,Master’s Degree,Sibling,27175,30547,26,Self-Employed,552,False,0,0,11688,2,True,32.70564160265267,Low
63,Divorced,4,Master’s Degree,Sibling,82999,43732,43,Unemployed,564,False,0,0,23206,5,True,36.428006160081054,Low
32,Divorced,4,Bachelor’s Degree,Guardian,23779,27047,29,Employed,642,True,39890,44100,11189,3,True,51.085539815787044,Medium
36,Single,4,High School,Guardian,49977,24715,3,Employed,379,True,60176,3580,21819,3,True,60.92503553836235,Medium
24,Married,4,PhD,Sibling,14214,41527,35,Employed,657,True,92806,9605,42605,2,True,50.9976467182463,Medium
48,Divorced,0,Bachelor’s Degree,Sibling,61987,32647,33,Self-Employed,544,False,0,0,41899,4,False,43.4385535120199,Medium
22,Single,0,PhD,Guardian,46830,31419,17,Unemployed,463,False,0,0,16383,2,True,39.91730934512296,Low
45,Single,5,Bachelor’s Degree,Parent,19038,14805,26,Employed,642,False,0,0,37574,2,True,37.36184743483467,Low
30,Married,6,High School,Sibling,66074,41013,7,Self-Employed,376,False,0,0,40996,4,False,55.07099138988671,Medium
36,Divorced,3,Master’s Degree,Guardian,111194,37299,44,Self-Employed,761,False,0,0,37534,1,True,22.135723547941417,Low
30,Single,6,PhD,Other,70649,34313,43,Self-Employed,776,False,0,0,18227,4,True,29.286927228516163,Low
31,Single,2,Bachelor’s Degree,Guardian,28980,27927,29,Unemployed,831,True,56471,35291,28685,1,True,49.605900673298336,Medium
21,Divorced,3,Master’s Degree,Guardian,63930,46710,44,Unemployed,647,False,0,0,23202,1,False,33.422079137883394,Low
56,Married,3,Bachelor’s Degree,Parent,51411,16323,14,Self-Employed,618,True,50073,38984,18492,5,False,61.20689263608732,Medium
25,Divorced,4,Bachelor’s Degree,Guardian,111419,25645,30,Self-Employed,300,True,92105,42364,38851,1,True,61.713123819655536,Medium
28,Married,1,Master’s Degree,Other,106036,1720,5,Employed,708,False,0,0,40972,5,True,40.17296151791471,Medium
48,Single,0,Master’s Degree,Parent,46782,19736,42,Unemployed,304,True,19675,7903,33969,5,False,67.27641903011882,Medium
50,Divorced,6,Master’s Degree,Parent,72483,9134,36,Self-Employed,702,False,0,0,26802,3,True,31.395586493506492,Low
40,Single,2,Bachelor’s Degree,Parent,59106,30083,9,Employed,580,True,53240,43668,16189,0,True,47.133004185318235,Medium
45,Divorced,1,High School,Other,76924,40920,23,Employed,576,True,28575,42207,10858,3,True,47.53641139633416,Medium
60,Divorced,3,Master’s Degree,Parent,133233,5203,33,Employed,438,False,0,0,44635,0,True,28.72438685824813,Low
28,Divorced,2,Bachelor’s Degree,Parent,116302,8129,25,Self-Employed,468,True,10038,11803,20831,0,False,46.49002933591231,Medium
60,Single,6,Master’s Degree,Parent,19552,20296,0,Unemployed,370,False,0,0,30955,4,False,57.744315413097546,Medium
43,Married,6,Master’s Degree,Guardian,56223,19790,42,Unemployed,791,True,50680,32839,47652,5,True,58.381980027631954,Medium
23,Single,2,Bachelor’s Degree,Guardian,93615,35839,41,Self-Employed,639,False,0,0,43057,3,False,39.82153467440361,Low
52,Single,0,PhD,Other,30883,44936,31,Self-Employed,522,False,0,0,12102,2,True,28.803192174633878,Low
28,Single,4,Bachelor’s Degree,Sibling,13094,4300,25,Employed,513,True,14796,17196,46348,4,False,67.31696327530625,Medium
60,Married,1,Master’s Degree,Other,63337,36595,39,Unemployed,839,True,49272,27840,12999,1,False,39.00073625126647,Low
22,Married,4,Bachelor’s Degree,Guardian,13578,15532,28,Self-Employed,700,False,0,0,14433,2,False,37.163825281385286,Low
54,Married,6,Master’s Degree,Parent,22838,49946,45,Employed,792,True,61461,30693,40340,5,False,54.4315000967118,Medium
55,Single,5,High School,Guardian,127408,3294,1,Employed,729,True,90190,41103,48264,1,True,54.32874830800406,Medium
35,Married,2,Bachelor’s Degree,Guardian,92991,47171,35,Unemployed,671,False,0,0,41472,2,True,32.85026624666115,Low
46,Single,5,Master’s Degree,Guardian,68398,10846,45,Employed,759,False,0,0,18844,5,False,35.58917202173713,Low
50,Divorced,5,PhD,Guardian,61192,39692,40,Self-Employed,746,True,32749,13690,44684,1,False,43.263804862300816,Medium
62,Divorced,6,High School,Sibling,87663,33711,47,Unemployed,454,False,0,0,38231,0,True,33.730583221884494,Low
25,Married,2,Bachelor’s Degree,Other,48108,4732,9,Employed,529,True,71767,35540,32958,1,True,57.35152509993553,Medium
20,Married,6,High School,Parent,91056,30496,26,Self-Employed,431,True,70290,9240,20344,5,False,65.92180640508428,Medium
59,Divorced,3,Bachelor’s Degree,Other,122925,4906,44,Employed,328,False,0,0,14822,5,False,42.07670308925117,Medium
38,Single,6,Master’s Degree,Guardian,49041,26771,23,Unemployed,431,True,36835,5087,40437,0,False,58.7671386543244,Medium
24,Married,3,High School,Parent,145060,41774,35,Self-Employed,401,False,0,0,19958,5,True,40.07103728101686,Medium
26,Married,4,Bachelor’s Degree,Other,67810,19033,35,Self-Employed,592,False,0,0,23424,0,True,28.40927946209819,Low
30,Divorced,3,High School,Guardian,135046,9741,43,Employed,407,True,15365,40630,27454,4,True,55.633045020723955,Medium
59,Divorced,1,High School,Parent,83588,1688,3,Employed,840,True,26972,22242,41411,4,True,50.16059118356821,Medium
31,Single,2,PhD,Other,79284,525,10,Self-Employed,689,True,86788,45463,32749,4,False,65.07743557520493,Medium
36,Married,5,PhD,Sibling,16397,33116,0,Employed,483,True,25242,9175,37935,4,False,62.90098110159344,Medium
46,Married,0,PhD,Other,105063,40320,34,Unemployed,540,True,2188,15357,40777,2,False,48.429025089803815,Medium
35,Married,6,Master’s Degree,Other,93085,24091,44,Employed,703,True,7111,28063,49368,3,False,49.947494708483006,Medium
21,Divorced,0,Master’s Degree,Parent,130606,1406,19,Unemployed,457,False,0,0,36058,3,True,43.98084953854655,Medium
35,Single,2,PhD,Other,10255,3987,10,Employed,766,True,20539,21037,38099,3,False,55.92090794602561,Medium
23,Married,5,Bachelor’s Degree,Other,52840,24153,2,Unemployed,581,False,0,0,23764,5,False,53.58835626047711,Medium
36,Married,4,Bachelor’s Degree,Parent,117701,7800,18,Self-Employed,514,False,0,0,25489,4,True,39.70366088238003,Low
47,Divorced,3,High School,Guardian,112671,18551,33,Unemployed,569,False,0,0,44125,5,False,49.93976973749655,Medium
43,Married,2,Master’s Degree,Guardian,23642,14209,21,Self-Employed,697,True,73297,25351,10031,5,False,58.26181555033618,Medium
44,Single,1,Bachelor’s Degree,Other,148869,49987,24,Unemployed,447,False,0,0,22172,4,True,38.094523761628444,Low
46,Married,3,Bachelor’s Degree,Parent,76286,19993,36,Self-Employed,648,False,0,0,25229,4,False,37.6932113954131,Low
31,Divorced,2,Master’s Degree,Other,79768,37905,2,Unemployed,400,False,0,0,32758,4,True,49.03355320991066,Medium
59,Divorced,4,PhD,Guardian,96770,48282,47,Self-Employed,361,False,0,0,45542,3,False,39.89554912775168,Low
36,Married,5,Bachelor’s Degree,Parent,64346,6884,20,Unemployed,611,False,0,0,29960,1,True,37.452557664179785,Low
58,Divorced,4,Bachelor’s Degree,Guardian,136046,35594,46,Self-Employed,337,True,31425,47313,27969,3,True,51.91754427834577,Medium
33,Married,1,High School,Other,64563,643,19,Unemployed,689,False,0,0,11064,3,False,41.446440114212024,Medium
29,Single,0,Master’s Degree,Parent,123537,13182,2,Unemployed,579,False,0,0,46308,3,True,44.384588604586895,Medium
20,Divorced,1,Bachelor’s Degree,Other,131340,27843,19,Unemployed,634,True,93968,6222,31683,3,True,54.88579026618771,Medium
27,Divorced,0,Bachelor’s Degree,Other,16428,4888,10,Self-Employed,500,False,0,0,48900,4,False,56.033057706548774,Medium
37,Divorced,3,High School,Sibling,33672,42536,5,Employed,317,True,93381,47715,13402,1,False,65.66409345399282,Medium
25,Divorced,4,Bachelor’s Degree,Parent,101637,18538,27,Self-Employed,372,False,0,0,34067,3,False,47.57216760799484,Medium
29,Single,2,Master’s Degree,Guardian,68479,12495,43,Employed,417,False,0,0,42770,1,True,37.02892596481533,Low
48,Single,4,Bachelor’s Degree,Other,78907,46486,0,Self-Employed,337,True,96748,30562,33211,3,True,65.75833020539744,Medium
43,Married,1,Bachelor’s Degree,Other,53661,49316,20,Unemployed,562,False,0,0,29154,0,False,35.365718544717694,Low
